HoleID,From_m,To_m,Au_ppm,Lithology,QAQC_Flag
KW012,13,14,0.091,Saprolite,OK
KW012,14,15,0.003,Phyllite,OK
KW012,15,16,0.007,Phyllite,OK
KW012,16,17,0.101,Phyllite,OK
KW012,17,18,0.006,Phyllite,OK
KW012,18,19,0.006,Phyllite,OK
KW012,19,20,0.001,Phyllite,OK
KW012,20,21,1.2,Phyllite,OK
KW012,21,22,0.312,Phyllite,OK
KW012,22,23,1.149,Quartz-Carbonate Vein,OK
KW012,23,24,1.854,Phyllite,OK
KW012,24,25,1.478,Quartz-Carbonate Vein,OK
KW012,25,26,0.384,Phyllite,OK
KW012,26,27,1.165,Phyllite,OK
KW012,27,28,0.015,Phyllite,OK
KW012,28,29,0.008,Phyllite,OK
KW012,29,30,0.086,Phyllite,OK
KW012,30,31,0.116,Phyllite,OK
KW012,31,32,0.025,Phyllite,OK
KW012,32,33,0.002,Phyllite,OK
KW012,33,34,0.007,Phyllite,OK
KW012,34,35,0.275,Phyllite,OK
KW012,35,36,0.028,Phyllite,OK
KW012,36,37,0.117,Phyllite,OK
KW012,37,38,0.078,Phyllite,OK
KW012,38,39,0.038,Phyllite,OK
KW012,39,40,0.018,Phyllite,OK
KW012,40,41,0.01,Phyllite,OK
KW012,41,42,0.076,Phyllite,OK
KW012,42,43,0.119,Phyllite,OK
KW012,43,44,0.083,Phyllite,OK
KW012,44,45,0.06,Phyllite,OK
KW012,45,46,0.003,Phyllite,OK
KW012,46,47,0.277,Phyllite,OK
KW012,47,48,0.128,Phyllite,OK
KW012,48,49,0.028,Phyllite,OK
KW012,49,50,0.313,Phyllite,OK
KW012,50,51,0.074,Phyllite,OK
KW012,51,52,0.07,Phyllite,OK
KW012,52,53,0.235,Graphitic Phyllite,OK
KW012,53,54,0.214,Graphitic Phyllite,OK
KW012,54,55,0.09,Graphitic Phyllite,OK
KW012,55,56,0.186,Graphitic Phyllite,OK
KW012,56,57,0.21,Graphitic Phyllite,OK
KW012,57,58,0.132,Graphitic Phyllite,OK
KW012,58,59,0.105,Graphitic Phyllite,OK
KW012,59,60,0.07,Graphitic Phyllite,OK
KW012,60,61,0.053,Graphitic Phyllite,OK
KW012,61,62,0.047,Graphitic Phyllite,OK
KW012,62,63,0.212,Graphitic Phyllite,OK
KW012,63,64,0.164,Graphitic Phyllite,OK
KW012,64,65,0.112,Graphitic Phyllite,OK
KW012,65,66,0.123,Graphitic Phyllite,OK
KW012,66,67,0.927,Graphitic Phyllite,OK
KW012,67,68,0.713,Graphitic Phyllite,OK
KW012,68,69,0.855,Quartz-Carbonate Vein,OK
KW012,69,70,1.516,Graphitic Phyllite,OK
KW012,70,71,0.99,Carbonaceous Shale,OK
KW012,71,72,0.176,Carbonaceous Shale,OK
KW012,72,73,0.248,Carbonaceous Shale,OK
KW012,73,74,0.092,Carbonaceous Shale,OK
KW012,74,75,0.311,Carbonaceous Shale,OK
KW012,75,76,0.138,Carbonaceous Shale,OK
KW012,76,77,0.256,Carbonaceous Shale,OK
KW012,77,78,0.233,Carbonaceous Shale,OK
KW012,78,79,0.08,Carbonaceous Shale,OK
KW012,79,80,0.203,Carbonaceous Shale,OK
KW012,80,81,0.182,Carbonaceous Shale,OK
KW012,81,82,0.153,Carbonaceous Shale,OK
KW012,82,83,0.142,Carbonaceous Shale,OK
KW012,83,84,0.142,Carbonaceous Shale,OK
KW012,84,85,0.244,Carbonaceous Shale,OK
KW012,85,86,0.212,Carbonaceous Shale,OK
KW012,86,87,0.153,Carbonaceous Shale,OK
KW012,87,88,0.061,Carbonaceous Shale,OK
KW012,88,89,0.202,Carbonaceous Shale,OK
KW012,89,90,0.232,Carbonaceous Shale,OK
KW012,90,91,0.596,Carbonaceous Shale,OK
KW012,91,92,0.286,Carbonaceous Shale,OK
KW012,92,93,0.048,Carbonaceous Shale,OK
KW012,93,94,0.157,Carbonaceous Shale,OK
KW012,94,95,0.445,Carbonaceous Shale,OK
KW012,95,96,0.218,Carbonaceous Shale,OK
KW012,96,97,0.183,Carbonaceous Shale,OK
KW012,97,98,0.257,Carbonaceous Shale,OK
KW012,98,99,0.103,Carbonaceous Shale,OK
KW012,99,100,0.2,Carbonaceous Shale,OK
KW012,100,101,0.129,Carbonaceous Shale,OK
KW012,101,102,0.148,Carbonaceous Shale,OK
KW012,102,103,0.247,Carbonaceous Shale,OK
KW012,103,104,0.086,Carbonaceous Shale,OK
KW012,104,105,0.325,Carbonaceous Shale,OK
KW012,105,106,0.116,Carbonaceous Shale,OK
KW012,106,107,0.018,Phyllite,OK
KW012,107,108,0.065,Phyllite,OK
KW012,108,109,0.106,Phyllite,OK
KW012,109,110,0.077,Phyllite,OK
KW012,110,111,0.017,Phyllite,OK
KW012,111,112,0.035,Phyllite,OK
KW012,112,113,0.123,Phyllite,OK
KW012,113,114,0.065,Phyllite,OK
KW012,114,115,0.0,Phyllite,OK
KW012,115,116,0.115,Phyllite,OK
KW012,116,117,0.003,Phyllite,OK
KW012,117,118,0.11,Phyllite,OK
KW012,118,119,0.018,Phyllite,OK
KW012,119,120,0.254,Phyllite,OK
KW012,120,121,0.037,Phyllite,OK
KW012,121,122,0.032,Phyllite,OK
KW012,122,123,0.013,Phyllite,OK
KW012,123,124,0.029,Phyllite,OK
KW012,124,125,0.167,Phyllite,OK
KW012,125,126,0.449,Phyllite,OK
KW012,126,127,0.037,Phyllite,OK
KW012,127,128,0.048,Phyllite,OK
KW012,128,129,0.102,Phyllite,OK
KW012,129,130,0.174,Phyllite,OK
KW012,130,131,0.072,Phyllite,OK
KW012,131,132,0.04,Phyllite,OK
KW012,132,133,0.043,Phyllite,OK
KW012,133,134,0.095,Phyllite,OK
KW013,0,1,0.0,Saprolite,OK
KW013,1,2,0.077,Saprolite,OK
KW013,2,3,0.035,Saprolite,OK
KW013,3,4,0.126,Saprolite,OK
KW013,4,5,0.008,Saprolite,OK
KW013,5,6,0.071,Saprolite,OK
KW013,6,7,0.052,Saprolite,OK
KW013,7,8,0.082,Saprolite,OK
KW013,8,9,0.005,Saprolite,OK
KW013,9,10,0.069,Saprolite,OK
KW013,10,11,0.066,Phyllite,OK
KW013,11,12,0.066,Phyllite,OK
KW013,12,13,0.074,Phyllite,OK
KW013,13,14,0.09,Phyllite,OK
KW013,14,15,0.131,Phyllite,OK
KW013,15,16,0.025,Phyllite,OK
KW013,16,17,0.139,Phyllite,OK
KW013,17,18,0.055,Phyllite,OK
KW013,18,19,0.006,Phyllite,OK
KW013,19,20,0.005,Phyllite,OK
KW013,20,21,0.033,Phyllite,OK
KW013,21,22,0.123,Phyllite,OK
KW013,22,23,1.553,Phyllite,OK
KW013,23,24,1.29,Phyllite,OK
KW013,24,25,0.272,Quartz-Carbonate Vein,OK
KW013,25,26,1.401,Phyllite,OK
KW013,26,27,0.591,Phyllite,OK
KW013,27,28,0.046,Mafic Volcanic,OK
KW013,28,29,0.007,Mafic Volcanic,OK
KW013,29,30,0.02,Mafic Volcanic,OK
KW013,30,31,0.073,Mafic Volcanic,OK
KW013,31,32,0.106,Mafic Volcanic,OK
KW013,32,33,0.512,Mafic Volcanic,OK
KW013,33,34,0.216,Mafic Volcanic,OK
KW013,34,35,0.082,Mafic Volcanic,OK
KW013,35,36,0.044,Mafic Volcanic,OK
KW013,36,37,0.081,Mafic Volcanic,OK
KW013,37,38,0.123,Mafic Volcanic,OK
KW013,38,39,0.01,Mafic Volcanic,OK
KW013,39,40,0.088,Carbonaceous Shale,OK
KW013,40,41,0.299,Carbonaceous Shale,OK
KW013,41,42,0.125,Carbonaceous Shale,OK
KW013,42,43,0.308,Carbonaceous Shale,OK
KW013,43,44,0.047,Carbonaceous Shale,OK
KW013,44,45,0.071,Carbonaceous Shale,OK
KW013,45,46,0.185,Carbonaceous Shale,OK
KW013,46,47,0.064,Carbonaceous Shale,OK
KW013,47,48,0.074,Carbonaceous Shale,OK
KW013,48,49,0.109,Carbonaceous Shale,OK
KW013,49,50,0.238,Carbonaceous Shale,OK
KW013,50,51,0.048,Carbonaceous Shale,OK
KW013,51,52,0.166,Carbonaceous Shale,OK
KW013,52,53,1.649,Carbonaceous Shale,OK
KW013,53,54,0.698,Carbonaceous Shale,OK
KW013,54,55,1.861,Quartz-Carbonate Vein,OK
KW013,55,56,1.06,Carbonaceous Shale,OK
KW013,56,57,0.699,Carbonaceous Shale,OK
KW013,57,58,0.345,Carbonaceous Shale,OK
KW013,58,59,0.077,Carbonaceous Shale,OK
KW013,59,60,0.145,Carbonaceous Shale,OK
KW013,60,61,0.17,Carbonaceous Shale,OK
KW013,61,62,0.12,Carbonaceous Shale,OK
KW013,62,63,0.027,Carbonaceous Shale,OK
KW013,63,64,0.136,Carbonaceous Shale,OK
KW013,64,65,1.502,Carbonaceous Shale,OK
KW013,65,66,1.379,Carbonaceous Shale,OK
KW013,66,67,3.32,Quartz-Carbonate Vein,HIGH_OUTLIER
KW013,67,68,0.371,Carbonaceous Shale,OK
KW013,68,69,1.055,Carbonaceous Shale,OK
KW013,69,70,1.58,Quartz-Carbonate Vein,OK
KW013,70,71,1.025,Carbonaceous Shale,OK
KW013,71,72,0.871,Carbonaceous Shale,OK
KW013,72,73,0.083,Carbonaceous Shale,OK
KW013,73,74,0.088,Carbonaceous Shale,OK
KW013,74,75,0.023,Mafic Volcanic,OK
KW013,75,76,0.189,Mafic Volcanic,OK
KW013,76,77,0.023,Mafic Volcanic,OK
KW013,77,78,0.025,Mafic Volcanic,OK
KW013,78,79,0.114,Mafic Volcanic,OK
KW013,79,80,0.048,Mafic Volcanic,OK
KW013,80,81,0.12,Mafic Volcanic,OK
KW013,81,82,0.005,Mafic Volcanic,OK
KW013,82,83,0.053,Mafic Volcanic,OK
KW013,83,84,0.003,Mafic Volcanic,OK
KW013,84,85,0.005,Mafic Volcanic,OK
KW013,85,86,0.19,Mafic Volcanic,OK
KW013,86,87,0.012,Mafic Volcanic,OK
KW013,87,88,0.061,Mafic Volcanic,OK
KW013,88,89,0.042,Mafic Volcanic,OK
KW013,89,90,0.034,Mafic Volcanic,OK
KW013,90,91,0.184,Mafic Volcanic,OK
KW013,91,92,0.002,Mafic Volcanic,OK
KW013,92,93,0.174,Graphitic Phyllite,OK
KW013,93,94,0.85,Graphitic Phyllite,OK
KW013,94,95,1.308,Graphitic Phyllite,OK
KW013,95,96,2.701,Quartz-Carbonate Vein,HIGH_OUTLIER
KW013,96,97,0.741,Graphitic Phyllite,OK
KW013,97,98,0.524,Graphitic Phyllite,OK
KW013,98,99,0.255,Graphitic Phyllite,OK
KW013,99,100,0.086,Graphitic Phyllite,OK
KW013,100,101,0.077,Graphitic Phyllite,OK
KW013,101,102,0.211,Graphitic Phyllite,OK
KW013,102,103,0.067,Graphitic Phyllite,OK
KW013,103,104,0.639,Graphitic Phyllite,OK
KW013,104,105,0.157,Graphitic Phyllite,OK
KW013,105,106,0.185,Graphitic Phyllite,OK
KW013,106,107,0.092,Graphitic Phyllite,OK
KW013,107,108,0.124,Graphitic Phyllite,OK
KW013,108,109,0.116,Graphitic Phyllite,OK
KW013,109,110,0.108,Graphitic Phyllite,OK
KW013,110,111,0.219,Graphitic Phyllite,OK
KW013,111,112,0.115,Graphitic Phyllite,OK
KW013,112,113,0.066,Greywacke,OK
KW013,113,114,0.059,Greywacke,OK
KW013,114,115,0.01,Greywacke,OK
KW013,115,116,0.157,Greywacke,OK
KW013,116,117,0.103,Greywacke,OK
KW013,117,118,0.006,Greywacke,OK
KW013,118,119,0.098,Greywacke,OK
KW013,119,120,0.448,Greywacke,OK
KW013,120,121,0.85,Greywacke,OK
KW013,121,122,1.06,Quartz-Carbonate Vein,OK
KW013,122,123,0.104,Greywacke,OK
KW013,123,124,1.086,Greywacke,OK
KW013,124,125,0.05,Greywacke,OK
KW013,125,126,0.042,Greywacke,OK
KW013,126,127,0.084,Greywacke,OK
KW013,127,128,0.063,Greywacke,OK
KW013,128,129,0.005,Greywacke,OK
KW013,129,130,0.057,Greywacke,OK
KW013,130,131,0.131,Greywacke,OK
KW013,131,132,0.049,Greywacke,OK
KW013,132,133,0.004,Greywacke,OK
KW013,133,134,0.123,Greywacke,OK
KW013,134,135,0.018,Greywacke,OK
KW013,135,136,0.258,Graphitic Phyllite,OK
KW013,136,137,0.098,Graphitic Phyllite,OK
KW013,137,138,0.11,Graphitic Phyllite,OK
KW013,138,139,0.301,Graphitic Phyllite,OK
KW013,139,140,0.095,Graphitic Phyllite,OK
KW013,140,141,0.063,Graphitic Phyllite,OK
KW013,141,142,0.159,Graphitic Phyllite,OK
KW013,142,143,0.121,Graphitic Phyllite,OK
KW013,143,144,0.204,Graphitic Phyllite,OK
KW013,144,145,0.181,Graphitic Phyllite,OK
KW013,145,146,0.147,Graphitic Phyllite,OK
KW013,146,147,0.145,Graphitic Phyllite,OK
KW013,147,148,0.096,Graphitic Phyllite,OK
KW013,148,149,0.158,Graphitic Phyllite,OK
KW013,149,150,0.255,Graphitic Phyllite,OK
KW014,0,1,0.055,Saprolite,OK
KW014,1,2,0.009,Saprolite,OK
KW014,2,3,0.086,Saprolite,OK
KW014,3,4,0.138,Saprolite,OK
KW014,4,5,0.038,Saprolite,OK
KW014,5,6,0.12,Saprolite,OK
KW014,6,7,0.267,Saprolite,OK
KW014,7,8,0.018,Saprolite,OK
KW014,8,9,0.059,Saprolite,OK
KW014,9,10,0.027,Saprolite,OK
KW014,10,11,0.126,Saprolite,OK
KW014,11,12,0.069,Saprolite,OK
KW014,12,13,0.081,Saprolite,OK
KW014,13,14,0.128,Saprolite,OK
KW014,14,15,0.04,Saprolite,OK
KW014,15,16,0.197,Saprolite,OK
KW014,16,17,0.061,Saprolite,OK
KW014,17,18,0.014,Saprolite,OK
KW014,18,19,0.095,Saprolite,OK
KW014,19,20,0.126,Saprolite,OK
KW014,20,21,0.03,Saprolite,OK
KW014,21,22,0.156,Saprolite,OK
KW014,22,23,0.128,Graphitic Phyllite,OK
KW014,23,24,0.2,Graphitic Phyllite,OK
KW014,24,25,0.108,Graphitic Phyllite,OK
KW014,25,26,0.11,Graphitic Phyllite,OK
KW014,26,27,0.179,Graphitic Phyllite,OK
KW014,27,28,0.237,Graphitic Phyllite,OK
KW014,28,29,0.133,Graphitic Phyllite,OK
KW014,29,30,0.075,Graphitic Phyllite,OK
KW014,30,31,0.096,Graphitic Phyllite,OK
KW014,31,32,0.169,Graphitic Phyllite,OK
KW014,32,33,0.168,Graphitic Phyllite,OK
KW014,33,34,0.056,Phyllite,OK
KW014,34,35,0.273,Phyllite,OK
KW014,35,36,0.043,Phyllite,OK
KW014,36,37,0.331,Phyllite,OK
KW014,37,38,0.088,Phyllite,OK
KW014,38,39,0.081,Phyllite,OK
KW014,39,40,0.015,Phyllite,OK
KW014,40,41,0.171,Phyllite,OK
KW014,41,42,0.045,Phyllite,OK
KW014,42,43,0.014,Phyllite,OK
KW014,43,44,0.001,Phyllite,OK
KW014,44,45,0.066,Phyllite,OK
KW014,45,46,0.06,Phyllite,OK
KW014,46,47,0.102,Phyllite,OK
KW014,47,48,0.177,Phyllite,OK
KW014,48,49,0.007,Phyllite,OK
KW014,49,50,0.105,Phyllite,OK
KW014,50,51,0.017,Phyllite,OK
KW014,51,52,0.156,Phyllite,OK
KW014,52,53,0.137,Phyllite,OK
KW014,53,54,0.062,Phyllite,OK
KW014,54,55,0.099,Phyllite,OK
KW014,55,56,0.03,Phyllite,OK
KW014,56,57,0.051,Phyllite,OK
KW014,57,58,0.173,Graphitic Phyllite,OK
KW014,58,59,0.136,Graphitic Phyllite,OK
KW014,59,60,0.328,Graphitic Phyllite,OK
KW014,60,61,0.142,Graphitic Phyllite,OK
KW014,61,62,0.039,Graphitic Phyllite,OK
KW014,62,63,0.111,Graphitic Phyllite,OK
KW014,63,64,0.272,Graphitic Phyllite,OK
KW014,64,65,0.208,Graphitic Phyllite,OK
KW014,65,66,0.091,Graphitic Phyllite,OK
KW014,66,67,0.107,Graphitic Phyllite,OK
KW014,67,68,0.117,Graphitic Phyllite,OK
KW014,68,69,0.101,Graphitic Phyllite,OK
KW014,69,70,0.044,Graphitic Phyllite,OK
KW014,70,71,0.237,Graphitic Phyllite,OK
KW014,71,72,0.319,Graphitic Phyllite,OK
KW014,72,73,0.06,Graphitic Phyllite,OK
KW014,73,74,0.316,Graphitic Phyllite,OK
KW014,74,75,0.141,Graphitic Phyllite,OK
KW014,75,76,0.313,Graphitic Phyllite,OK
KW014,76,77,0.153,Graphitic Phyllite,OK
KW014,77,78,0.163,Graphitic Phyllite,OK
KW014,78,79,0.188,Graphitic Phyllite,OK
KW014,79,80,0.031,Phyllite,OK
KW014,80,81,0.093,Phyllite,OK
KW014,81,82,0.006,Phyllite,OK
KW014,82,83,0.015,Phyllite,OK
KW014,83,84,0.155,Phyllite,OK
KW014,84,85,0.021,Phyllite,OK
KW014,85,86,0.145,Phyllite,OK
KW014,86,87,0.026,Phyllite,OK
KW014,87,88,0.082,Phyllite,OK
KW014,88,89,0.095,Phyllite,OK
KW014,89,90,0.058,Phyllite,OK
KW014,90,91,0.029,Phyllite,OK
KW014,91,92,0.019,Phyllite,OK
KW014,92,93,0.003,Phyllite,OK
KW014,93,94,0.029,Phyllite,OK
KW014,94,95,0.085,Phyllite,OK
KW014,95,96,0.223,Phyllite,OK
KW014,96,97,0.164,Phyllite,OK
KW014,97,98,0.116,Phyllite,OK
KW014,98,99,0.124,Phyllite,OK
KW014,99,100,0.087,Phyllite,OK
KW014,100,101,0.024,Phyllite,OK
KW014,101,102,0.19,Phyllite,OK
KW014,102,103,0.089,Phyllite,OK
KW014,103,104,0.066,Phyllite,OK
KW014,104,105,0.009,Phyllite,OK
KW014,105,106,0.047,Phyllite,OK
KW014,106,107,0.049,Phyllite,OK
KW014,107,108,0.16,Phyllite,OK
KW014,108,109,0.063,Phyllite,OK
KW014,109,110,0.038,Phyllite,OK
KW014,110,111,0.301,Phyllite,OK
KW014,111,112,0.009,Phyllite,OK
KW014,112,113,0.044,Phyllite,OK
KW014,113,114,0.003,Phyllite,OK
KW014,114,115,0.108,Phyllite,OK
KW014,115,116,0.2,Phyllite,OK
KW014,116,117,0.026,Phyllite,OK
KW014,117,118,0.156,Phyllite,OK
KW014,118,119,0.46,Phyllite,OK
KW014,119,120,1.146,Phyllite,OK
KW014,120,121,2.031,Quartz-Carbonate Vein,HIGH_OUTLIER
KW014,121,122,1.342,Phyllite,OK
KW014,122,123,1.231,Greywacke,OK
KW014,123,124,0.001,Greywacke,OK
KW014,124,125,0.263,Greywacke,OK
KW014,125,126,0.104,Greywacke,OK
KW014,126,127,0.029,Greywacke,OK
KW014,127,128,0.141,Greywacke,OK
KW014,128,129,0.026,Greywacke,OK
KW014,129,130,0.165,Greywacke,OK
KW014,130,131,1.015,Greywacke,OK
KW014,131,132,0.509,Greywacke,OK
KW014,132,133,1.207,Quartz-Carbonate Vein,OK
KW014,133,134,0.853,Greywacke,OK
KW014,134,135,0.214,Greywacke,OK
KW014,135,136,0.073,Greywacke,OK
KW014,136,137,0.028,Greywacke,OK
KW014,137,138,0.029,Greywacke,OK
KW014,138,139,0.109,Greywacke,OK
KW014,139,140,0.004,Greywacke,OK
KW014,140,141,0.187,Greywacke,OK
KW014,141,142,0.153,Greywacke,OK
KW014,142,143,0.088,Greywacke,OK
KW014,143,144,0.072,Greywacke,OK
KW014,144,145,0.178,Greywacke,OK
KW014,145,146,0.016,Greywacke,OK
KW014,146,147,0.007,Greywacke,OK
KW014,147,148,0.022,Greywacke,OK
KW014,148,149,0.127,Greywacke,OK
KW014,149,150,0.003,Greywacke,OK
KW014,150,151,0.07,Greywacke,OK
KW014,151,152,0.431,Greywacke,OK
KW014,152,153,0.155,Greywacke,OK
KW014,153,154,0.059,Greywacke,OK
KW014,154,155,0.005,Greywacke,OK
KW014,155,156,0.142,Greywacke,OK
KW014,156,157,0.073,Greywacke,OK
KW014,157,158,0.01,Greywacke,OK
KW014,158,159,0.008,Greywacke,OK
KW014,159,160,0.126,Graphitic Phyllite,OK
KW014,160,161,0.176,Graphitic Phyllite,OK
KW014,161,162,0.22,Graphitic Phyllite,OK
KW014,162,163,0.222,Graphitic Phyllite,OK
KW014,163,164,5.249,Graphitic Phyllite,HIGH_OUTLIER
KW014,164,165,0.225,Graphitic Phyllite,OK
KW014,165,166,1.442,Quartz-Carbonate Vein,OK
KW014,166,167,2.245,Phyllite,HIGH_OUTLIER
KW014,167,168,0.625,Phyllite,OK
KW014,168,169,0.074,Phyllite,OK
KW014,169,170,0.178,Phyllite,OK
KW014,170,171,0.047,Phyllite,OK
KW014,171,172,0.075,Phyllite,OK
KW014,172,173,0.08,Phyllite,OK
KW014,173,174,0.072,Phyllite,OK
KW014,174,175,0.097,Phyllite,OK
KW014,175,176,0.022,Phyllite,OK
KW014,176,177,0.057,Phyllite,OK
KW014,177,178,0.009,Phyllite,OK
KW014,178,179,0.039,Phyllite,OK
KW014,179,180,0.054,Phyllite,OK
KW014,180,181,0.084,Phyllite,OK
KW014,181,182,0.241,Phyllite,OK
KW014,182,183,0.073,Phyllite,OK
KW014,183,184,0.109,Phyllite,OK
KW014,184,185,0.056,Phyllite,OK
KW014,185,186,0.08,Phyllite,OK
KW014,186,187,0.006,Phyllite,OK
KW014,187,188,0.023,Phyllite,OK
KW014,188,189,0.036,Phyllite,OK
KW014,189,190,0.051,Phyllite,OK
KW014,190,191,0.004,Phyllite,OK
KW014,191,192,0.012,Phyllite,OK
KW014,192,193,0.026,Phyllite,OK
KW014,193,194,0.285,Phyllite,OK
KW014,194,195,0.032,Phyllite,OK
KW015,0,1,0.053,Saprolite,OK
KW015,1,2,0.017,Saprolite,OK
KW015,2,3,0.075,Saprolite,OK
KW015,3,4,0.026,Saprolite,OK
KW015,4,5,0.019,Saprolite,OK
KW015,5,6,0.058,Saprolite,OK
KW015,6,7,0.0,Saprolite,OK
KW015,7,8,0.001,Saprolite,OK
KW015,8,9,0.02,Saprolite,OK
KW015,9,10,0.003,Saprolite,OK
KW015,10,11,0.009,Saprolite,OK
KW015,11,12,0.033,Saprolite,OK
KW015,12,13,0.13,Saprolite,OK
KW015,13,14,0.068,Saprolite,OK
KW015,14,15,0.058,Saprolite,OK
KW015,15,16,0.028,Saprolite,OK
KW015,16,17,0.215,Saprolite,OK
KW015,17,18,0.04,Saprolite,OK
KW015,18,19,0.007,Saprolite,OK
KW015,19,20,0.077,Saprolite,OK
KW015,20,21,0.01,Saprolite,OK
KW015,21,22,0.034,Saprolite,OK
KW015,22,23,0.286,Graphitic Phyllite,OK
KW015,23,24,0.152,Graphitic Phyllite,OK
KW015,24,25,3.027,Graphitic Phyllite,HIGH_OUTLIER
KW015,25,26,0.767,Graphitic Phyllite,OK
KW015,26,27,1.418,Quartz-Carbonate Vein,OK
KW015,27,28,0.277,Graphitic Phyllite,OK
KW015,28,29,0.226,Graphitic Phyllite,OK
KW015,29,30,0.058,Graphitic Phyllite,OK
KW015,30,31,0.176,Graphitic Phyllite,OK
KW015,31,32,0.204,Graphitic Phyllite,OK
KW015,32,33,0.058,Graphitic Phyllite,OK
KW015,33,34,0.257,Graphitic Phyllite,OK
KW015,34,35,0.112,Graphitic Phyllite,OK
KW015,35,36,0.887,Graphitic Phyllite,OK
KW015,36,37,2.473,Graphitic Phyllite,HIGH_OUTLIER
KW015,37,38,5.123,Quartz-Carbonate Vein,HIGH_OUTLIER
KW015,38,39,0.663,Graphitic Phyllite,OK
KW015,39,40,0.429,Graphitic Phyllite,OK
KW015,40,41,0.041,Graphitic Phyllite,OK
KW015,41,42,0.097,Graphitic Phyllite,OK
KW015,42,43,0.132,Graphitic Phyllite,OK
KW015,43,44,0.083,Graphitic Phyllite,OK
KW015,44,45,0.139,Graphitic Phyllite,OK
KW015,45,46,0.157,Graphitic Phyllite,OK
KW015,46,47,0.131,Graphitic Phyllite,OK
KW015,47,48,0.102,Graphitic Phyllite,OK
KW015,48,49,0.166,Graphitic Phyllite,OK
KW015,49,50,0.196,Graphitic Phyllite,OK
KW015,50,51,0.078,Graphitic Phyllite,OK
KW015,51,52,0.35,Graphitic Phyllite,OK
KW015,52,53,0.141,Graphitic Phyllite,OK
KW015,53,54,0.152,Graphitic Phyllite,OK
KW015,54,55,0.229,Graphitic Phyllite,OK
KW015,55,56,0.173,Graphitic Phyllite,OK
KW015,56,57,0.266,Graphitic Phyllite,OK
KW015,57,58,0.178,Graphitic Phyllite,OK
KW015,58,59,0.103,Greywacke,OK
KW015,59,60,0.01,Greywacke,OK
KW015,60,61,0.186,Greywacke,OK
KW015,61,62,0.006,Greywacke,OK
KW015,62,63,0.061,Greywacke,OK
KW015,63,64,0.012,Greywacke,OK
KW015,64,65,0.001,Greywacke,OK
KW015,65,66,0.044,Greywacke,OK
KW015,66,67,0.028,Greywacke,OK
KW015,67,68,0.053,Greywacke,OK
KW015,68,69,0.069,Greywacke,OK
KW015,69,70,0.004,Greywacke,OK
KW015,70,71,0.011,Greywacke,OK
KW015,71,72,0.065,Greywacke,OK
KW015,72,73,0.034,Greywacke,OK
KW015,73,74,0.105,Greywacke,OK
KW015,74,75,0.085,Greywacke,OK
KW015,75,76,0.149,Greywacke,OK
KW015,76,77,0.094,Greywacke,OK
KW015,77,78,0.045,Greywacke,OK
KW015,78,79,0.089,Greywacke,OK
KW015,79,80,0.026,Greywacke,OK
KW015,80,81,0.029,Greywacke,OK
KW015,81,82,0.124,Greywacke,OK
KW015,82,83,0.047,Greywacke,OK
KW015,83,84,0.128,Greywacke,OK
KW015,84,85,0.138,Greywacke,OK
KW015,85,86,0.156,Greywacke,OK
KW015,86,87,0.199,Greywacke,OK
KW015,87,88,0.045,Greywacke,OK
KW015,88,89,0.031,Greywacke,OK
KW015,89,90,0.07,Greywacke,OK
KW015,90,91,0.037,Greywacke,OK
KW015,91,92,0.074,Greywacke,OK
KW015,92,93,0.098,Greywacke,OK
KW015,93,94,0.093,Greywacke,OK
KW015,94,95,0.038,Greywacke,OK
KW015,95,96,0.015,Greywacke,OK
KW015,96,97,0.045,Greywacke,OK
KW015,97,98,0.012,Greywacke,OK
KW015,98,99,0.177,Greywacke,OK
KW015,99,100,0.034,Greywacke,OK
KW015,100,101,0.013,Greywacke,OK
KW015,101,102,0.002,Greywacke,OK
KW015,102,103,0.083,Greywacke,OK
KW015,103,104,0.081,Greywacke,OK
KW015,104,105,0.033,Greywacke,OK
KW015,105,106,0.006,Greywacke,OK
KW015,106,107,0.042,Greywacke,OK
KW015,107,108,0.03,Greywacke,OK
KW015,108,109,0.09,Greywacke,OK
KW015,109,110,0.074,Greywacke,OK
KW015,110,111,0.036,Phyllite,OK
KW016,0,1,0.02,Saprolite,OK
KW016,1,2,0.354,Saprolite,OK
KW016,2,3,0.048,Saprolite,OK
KW016,3,4,0.093,Saprolite,OK
KW016,4,5,0.012,Saprolite,OK
KW016,5,6,0.053,Saprolite,OK
KW016,6,7,0.002,Saprolite,OK
KW016,7,8,0.056,Saprolite,OK
KW016,8,9,0.266,Saprolite,OK
KW016,9,10,0.039,Saprolite,OK
KW016,10,11,0.003,Saprolite,OK
KW016,11,12,0.003,Saprolite,OK
KW016,12,13,0.039,Saprolite,OK
KW016,13,14,0.014,Saprolite,OK
KW016,14,15,0.002,Saprolite,OK
KW016,15,16,0.113,Saprolite,OK
KW016,16,17,0.049,Saprolite,OK
KW016,17,18,0.027,Saprolite,OK
KW016,18,19,0.184,Saprolite,OK
KW016,19,20,0.01,Saprolite,OK
KW016,20,21,0.25,Saprolite,OK
KW016,21,22,0.03,Saprolite,OK
KW016,22,23,0.175,Saprolite,OK
KW016,23,24,0.074,Saprolite,OK
KW016,24,25,0.14,Greywacke,OK
KW016,25,26,0.331,Greywacke,OK
KW016,26,27,0.027,Greywacke,OK
